state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,ingested_at_utc
Gujarat,Mehsana,Visnagar APMC,Cotton,Other,Local,21/04/2026,6500.0,9085.0,7792.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Potato,Potato,FAQ,21/04/2026,485.0,1300.0,895.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Tomato,Tomato,FAQ,21/04/2026,1055.0,1920.0,1485.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Bottle gourd,Bottle Gourd,FAQ,21/04/2026,305.0,575.0,440.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Ginger(Green),Green Ginger,FAQ,21/04/2026,4120.0,5055.0,4585.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Onion,Onion,FAQ,21/04/2026,205.0,1150.0,775.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Chotila APMC,Jowar(Sorghum),Jowar ( White),FAQ,21/04/2026,4250.0,4750.0,4500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Sanad APMC,Wheat,Sharbati,FAQ,21/04/2026,2430.0,2430.0,2430.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Dhandhuka APMC,Cotton,Other,FAQ,21/04/2026,6750.0,7070.0,6900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Castor Seed,Castor seed,FAQ,21/04/2026,5250.0,6175.0,6125.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Chili Red,Red,FAQ,21/04/2026,10050.0,28000.0,18750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Soyabean,Soyabeen,FAQ,21/04/2026,4900.0,5450.0,5075.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Jowar(Sorghum),Other,FAQ,21/04/2026,2525.0,4275.0,4050.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Idar APMC,Maize,Other,Local,21/04/2026,1780.0,2015.0,1898.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Unava APMC,Castor Seed,Other,FAQ,21/04/2026,6005.0,6375.0,6300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Bagasara APMC,Groundnut,Balli/Habbu,Local,21/04/2026,5725.0,6500.0,6110.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Bagasara APMC,Corriander seed,"A-1, Green",Local,21/04/2026,11625.0,12350.0,11985.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Bengal Gram(Gram)(Whole),Other,FAQ,21/04/2026,5000.0,5275.0,5250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Millets,Millets,FAQ,21/04/2026,1505.0,2505.0,2350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Wheat,Medium Fine,FAQ,21/04/2026,2105.0,2345.0,2260.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Soyabean,Other,FAQ,21/04/2026,5000.0,5305.0,5250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana APMC,Castor Seed,Castor seed,Local,21/04/2026,5850.0,6350.0,6275.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Kalol APMC,Wheat,Other,Local,21/04/2026,2150.0,2375.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Kalol APMC,Castor Seed,Other,Local,21/04/2026,6250.0,6415.0,6350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Himatnagar APMC,Castor Seed,Castor seed,Local,21/04/2026,6000.0,6335.0,6335.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Himatnagar APMC,Wheat,Sonalika,Local,21/04/2026,2100.0,2850.0,2600.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Himatnagar APMC,Maize,Yellow,Local,21/04/2026,1805.0,1940.0,1900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Himatnagar APMC,Bengal Gram(Gram)(Whole),Desi (Whole),Local,21/04/2026,5000.0,5190.0,5100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),FAQ,21/04/2026,7000.0,8500.0,7750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,"Sesamum(Sesame,Gingelly,Til)",Sesame,FAQ,21/04/2026,9500.0,18350.0,13925.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Green Gram(Moong)(Whole),Other,FAQ,21/04/2026,7500.0,8500.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Black Gram(Urd Beans)(Whole),Other,FAQ,21/04/2026,8250.0,8500.0,8375.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Wheat,Other,FAQ,21/04/2026,2000.0,2600.0,2300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam APMC,Bajra(Pearl Millet/Cumbu),Local,FAQ,21/04/2026,2485.0,2550.0,2517.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Kadi APMC,Paddy(Common),Paddy,Local,21/04/2026,1500.0,2100.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Siddhpur APMC,Jowar(Sorghum),Jowar ( White),FAQ,21/04/2026,5500.0,5505.0,5502.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Devgadhbaria APMC,Paddy(Common),Common,Non-FAQ,21/04/2026,1250.0,1300.0,1265.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Kapadvanj APMC,Onion,Onion,Medium,21/04/2026,800.0,1600.0,1200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Kapadvanj APMC,Cauliflower,Cauliflower,Medium,21/04/2026,1000.0,1200.0,1100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Kapadvanj APMC,Bhindi(Ladies Finger),Bhindi,Medium,21/04/2026,1000.0,1750.0,1375.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Tharad APMC,Methi Seeds,Other,Local,21/04/2026,5625.0,8255.0,7440.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Bhiloda APMC,Castor Seed,Other,FAQ,21/04/2026,6150.0,6350.0,6250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Bhiloda APMC,Maize,Other,Non-FAQ,21/04/2026,1850.0,2050.0,1950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Thara APMC,Mustard,Mustard,FAQ,21/04/2026,6200.0,6380.0,6290.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Vagodiya APMC,Arhar(Tur/Red Gram)(Whole),Desi(Whole),Local,21/04/2026,8000.0,8000.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Potato,Chips,FAQ,21/04/2026,1000.0,1500.0,1400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Garlic,Garlic,Local,21/04/2026,6000.0,12000.0,10000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Sweet Potato,Sweet Potato,Local,21/04/2026,1000.0,2000.0,1700.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Brinjal,Brinjal,Local,21/04/2026,200.0,1200.0,1000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Bitter gourd,Bitter Gourd,Local,21/04/2026,1500.0,2500.0,2200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Cabbage,Cabbage,Local,21/04/2026,400.0,1000.0,900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,21/04/2026,4000.0,4000.0,4000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Onion Green,Onion Green,Local,21/04/2026,800.0,1500.0,1200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Pointed gourd(Parval),Pointed gourd (Parval),Local,21/04/2026,4000.0,4000.0,4000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Chaklasi) APMC,Coriander(Leaves),Coriander,FAQ,21/04/2026,1200.0,1500.0,1400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Potato,Potato,Grade B,21/04/2026,600.0,800.0,700.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Grain Market) APMC,Bajra(Pearl Millet/Cumbu),Other,Local,21/04/2026,2000.0,2250.0,2125.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Banana,Amruthapani,Large,21/04/2026,1500.0,1700.0,1600.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Bottle gourd,Bottle Gourd,Local,21/04/2026,1000.0,2000.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Tinda,Other,Local,21/04/2026,2500.0,4000.0,3500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Panchmahals,Godhra(Timbaroad) APMC,Wheat,Deshi,Non-FAQ,21/04/2026,2160.0,2230.0,2175.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Valsad,Chikli(Khorgam) APMC,Bitter gourd,Other,FAQ,21/04/2026,2500.0,3000.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Modasa(Tintoi) APMC,Wheat,Lokwan,FAQ,21/04/2026,2100.0,2650.0,2650.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Cauliflower,Cauliflower,Local,21/04/2026,300.0,2200.0,1300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Chikoos(Sapota),Sapota,Local,21/04/2026,150.0,4000.0,2400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Banana,Other,Local,21/04/2026,1700.0,2000.0,1900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Tomato,Tomato,Local,21/04/2026,250.0,750.0,500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Jowar(Sorghum),Jowar ( White),FAQ,21/04/2026,3400.0,4490.0,3900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Wheat,Sharbati,FAQ,21/04/2026,2190.0,2900.0,2260.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Dry Chillies,Dry Chillies,FAQ,21/04/2026,10000.0,30000.0,22500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Red Gram,Other,FAQ,21/04/2026,4525.0,5275.0,4900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Green Chilli,Green Chilly,FAQ,21/04/2026,2200.0,3500.0,2850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Bhindi(Ladies Finger),Bhindi,FAQ,21/04/2026,1700.0,2600.0,2150.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1200.0,2000.0,1600.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Guar,Gwar,FAQ,21/04/2026,2300.0,3500.0,2900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),Local,21/04/2026,18005.0,18005.0,18005.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Kabuli Chana(Chickpeas-White),Kabuli Chana(Chickpeas-white),Local,21/04/2026,2500.0,5500.0,4000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Bajra(Pearl Millet/Cumbu),Local,Local,21/04/2026,1500.0,2805.0,2153.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Wheat,PISSI,Local,21/04/2026,1550.0,2500.0,2025.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,21/04/2026,15213.0,15213.0,15213.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Bajra(Pearl Millet/Cumbu),Local,FAQ,21/04/2026,2350.0,2350.0,2350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Castor Seed,Other,FAQ,21/04/2026,5938.0,5938.0,5938.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Bengal Gram(Gram)(Whole),Other,FAQ,21/04/2026,5302.0,5302.0,5302.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,21/04/2026,5612.0,5612.0,5612.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Corriander seed,Other,FAQ,21/04/2026,11780.0,11780.0,11780.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Junagadh APMC,Groundnut,Bold,FAQ,21/04/2026,5500.0,7570.0,6625.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Sweet Potato,Sweet Potato,Medium,21/04/2026,2500.0,3000.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Cauliflower,Cauliflower,Medium,21/04/2026,2000.0,3000.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Garlic,Garlic,FAQ,21/04/2026,10000.0,14000.0,12000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Cucumbar(Kheera),Cucumbar,Local,21/04/2026,1000.0,1500.0,1250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Drumstick,Drumstick,Medium,21/04/2026,1000.0,2000.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Karbuja(Musk Melon),Other,Local,21/04/2026,1500.0,2000.0,1750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Upleta APMC,Ground Nut Seed,Ground Nut Seed,Local,21/04/2026,7500.0,8500.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Upleta APMC,Arhar(Tur/Red Gram)(Whole),Local,Local,21/04/2026,5500.0,6550.0,6200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Botad,Botad APMC,Wheat,Local,FAQ,21/04/2026,2125.0,2565.0,2350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Jamnagar,Kalawad APMC,Corriander seed,Other,Local,21/04/2026,10000.0,11750.0,11225.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Dhoraji APMC,Castor Seed,Castor seed,Local,21/04/2026,5805.0,6130.0,6080.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Dhoraji APMC,Wheat,Lokwan Gujrat,Non-FAQ,21/04/2026,2015.0,2385.0,2150.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,21/04/2026,8675.0,9805.0,9240.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Beans,Other,FAQ,21/04/2026,2900.0,3500.0,3200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Groundnut(Split),Groundnut(Split),FAQ,21/04/2026,7250.0,7930.0,7590.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Brinjal,Arkasheela Mattigulla,Local,21/04/2026,1000.0,1500.0,1250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Cabbage,Cabbage,Local,21/04/2026,750.0,1250.0,1000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Coriander(Leaves),Coriander,Local,21/04/2026,2000.0,3000.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Onion,Other,Non-FAQ,21/04/2026,750.0,1250.0,1000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Chikoos(Sapota),Other,Grade A,21/04/2026,2000.0,2500.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Pomegranate,Other,Grade A,21/04/2026,4000.0,8000.0,6000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Babra APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,21/04/2026,6325.0,7125.0,6475.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Bhesan APMC,Wheat,Other,FAQ,21/04/2026,1500.0,2500.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Bhesan APMC,Cotton,Other,FAQ,21/04/2026,6000.0,8900.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,21/04/2026,6755.0,7750.0,7255.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Black Gram(Urd Beans)(Whole),Local,FAQ,21/04/2026,4755.0,7500.0,6130.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,21/04/2026,6010.0,6010.0,6010.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Jamnagar,Dhrol APMC,Cotton,Other,Local,21/04/2026,4575.0,8755.0,6665.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Grapes,Green,Local,21/04/2026,4900.0,13000.0,8950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Water Melon,Water Melon,Local,21/04/2026,500.0,1500.0,1000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Brinjal,Brinjal,Local,21/04/2026,200.0,3000.0,1600.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cabbage,Cabbage,Local,21/04/2026,300.0,1000.0,650.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Raddish,Raddish,Local,21/04/2026,750.0,1250.0,1000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Bengal Gram(Gram)(Whole),Other,Local,21/04/2026,4625.0,5305.0,5150.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Cotton,Local,Local,21/04/2026,6125.0,8225.0,7500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Cummin Seed(Jeera),Cummin Seed(Jeera),Local,21/04/2026,17000.0,20840.0,19750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Corriander seed,Other,Local,21/04/2026,11075.0,13000.0,12500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Bengal Gram(Gram)(Whole),Bold,Local,21/04/2026,5400.0,8175.0,7500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Pegeon Pea(Arhar Fali),Other,FAQ,21/04/2026,3500.0,11000.0,7250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Sweet Potato,Other,FAQ,21/04/2026,1300.0,2500.0,1900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Bhindi(Ladies Finger),Bhindi,FAQ,21/04/2026,1000.0,3500.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Little gourd(Kundru),Other,FAQ,21/04/2026,1000.0,3000.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Drumstick,Drumstick,FAQ,21/04/2026,1000.0,3000.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Mango(Raw-Ripe),Other,FAQ,21/04/2026,2000.0,11000.0,6500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Sami APMC,Bengal Gram(Gram)(Whole),Average (Whole),Local,21/04/2026,5100.0,5255.0,5180.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Sami APMC,Suva(Dill Seed),Other,Local,21/04/2026,8000.0,9250.0,8750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Sami APMC,Arhar(Tur/Red Gram)(Whole),777 New Ind,Local,21/04/2026,6000.0,6750.0,6500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bharuch,Ankleshwar APMC,Ginger(Green),Green Ginger,Grade A,21/04/2026,3500.0,4500.0,4000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bharuch,Ankleshwar APMC,Methi(Leaves),Methi,Grade A,21/04/2026,1000.0,1400.0,1200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bharuch,Ankleshwar APMC,Tomato,Tomato,Grade A,21/04/2026,1000.0,2200.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Vijapur APMC,Castor Seed,Other,Grade Range-1,21/04/2026,6200.0,6445.0,6350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Wheat,Lokwan,FAQ,21/04/2026,2025.0,2400.0,2200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Soyabean,Soyabeen,FAQ,21/04/2026,5025.0,5480.0,5400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,21/04/2026,10750.0,20125.0,19500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Vankaner APMC,Castor Seed,Other,FAQ,21/04/2026,5900.0,6060.0,5950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Dhari APMC,Castor Seed,Castor seed,Local,21/04/2026,5675.0,6080.0,6080.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Dhari APMC,Mustard,Mustard,Local,21/04/2026,6400.0,6400.0,6400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Dhari APMC,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,21/04/2026,8000.0,8000.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Navsari,Chikhali APMC,Chikoos(Sapota),Other,Large,21/04/2026,1180.0,2900.0,2040.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Bhindi(Ladies Finger),Other,FAQ,21/04/2026,1500.0,1750.0,1625.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Onion,Other,FAQ,21/04/2026,1000.0,1750.0,1400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Pointed gourd(Parval),Other,FAQ,21/04/2026,3000.0,3500.0,3250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Potato,Other,FAQ,21/04/2026,1000.0,1800.0,1400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Onion,Onion,FAQ,21/04/2026,1650.0,2000.0,1800.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Beetroot,Beetroot,FAQ,21/04/2026,1200.0,1400.0,1300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Coriander(Leaves),Coriander,FAQ,21/04/2026,1200.0,1400.0,1300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Tomato,Tomato,FAQ,21/04/2026,800.0,1000.0,900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Jhalod APMC,Wheat,Lok-1,Local,21/04/2026,2250.0,2250.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Castor Seed,Other,FAQ,21/04/2026,6175.0,6300.0,6237.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Dhanera APMC,Suva(Dill Seed),Suva,Local,21/04/2026,6255.0,9780.0,8380.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Dhanera APMC,Taramira,Taramira,Local,21/04/2026,4800.0,4800.0,4800.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod APMC,Rice,Lashkari,FAQ,21/04/2026,5000.0,6000.0,5500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,21/04/2026,5800.0,7100.0,6700.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Visnagar APMC,Bajra(Pearl Millet/Cumbu),Other,Local,21/04/2026,1250.0,2155.0,1702.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Visnagar APMC,Mustard,Other,Local,21/04/2026,5500.0,7170.0,6335.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Corriander seed,Coriander Seed,FAQ,21/04/2026,11250.0,13400.0,12375.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,21/04/2026,10000.0,20500.0,19075.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,"Sesamum(Sesame,Gingelly,Til)",Red,FAQ,21/04/2026,10400.0,10400.0,10400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Bengal Gram(Gram)(Whole),Other,FAQ,21/04/2026,4650.0,5275.0,5175.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Idar APMC,Castor Seed,Other,Local,21/04/2026,6150.0,6335.0,6244.0,2026-04-28T19:31:14.006465+00:00
