state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,ingested_at_utc
Gujarat,Sabarkantha,Idar APMC,Wheat,Other,Non-FAQ,21/04/2026,2200.0,2580.0,2390.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Modasa APMC,Soanf,Soanf,Local,21/04/2026,7725.0,12825.0,12825.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Bagasara APMC,Arhar(Tur/Red Gram)(Whole),777 New Ind,Local,21/04/2026,5175.0,5975.0,5575.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Black Gram(Urd Beans)(Whole),Other,FAQ,21/04/2026,6025.0,8205.0,8085.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Kalol APMC,Bajra(Pearl Millet/Cumbu),Other,Local,21/04/2026,1650.0,1875.0,1750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Kalol APMC,Mustard,Mustard,Local,21/04/2026,6060.0,6125.0,6100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Kalol APMC,Guar Seed(Cluster Beans Seed),Other,Local,21/04/2026,4055.0,4500.0,4250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Groundnut,Other,FAQ,21/04/2026,6000.0,7500.0,6750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,21/04/2026,4500.0,5300.0,4900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam APMC,Paddy(Common),Other,FAQ,21/04/2026,1650.0,2325.0,1987.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Palanpur APMC,Mustard,Mustard,Local,21/04/2026,6407.5,6407.5,6407.5,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Dholka APMC,Paddy(Common),Other,Grade Range-2,21/04/2026,1955.0,2575.0,2369.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Dholka APMC,Wheat,Lokwan Gujrat,Grade Range-2,21/04/2026,2025.0,2485.0,2425.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Kadi APMC,Wheat,Other,FAQ,21/04/2026,2200.0,2900.0,2350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Kadi APMC,Ajwan,Ajwan,FAQ,21/04/2026,9505.0,13815.0,11500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Siddhpur APMC,Methi Seeds,Methiseeds,FAQ,21/04/2026,5000.0,5070.0,5035.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Kapadvanj APMC,Brinjal,Brinjal,Medium,21/04/2026,800.0,1000.0,900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Kapadvanj APMC,Bottle gourd,Bottle Gourd,Medium,21/04/2026,800.0,1000.0,900.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Tharad APMC,Isabgul(Psyllium),Other,Local,21/04/2026,7500.0,12880.0,10500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Thara APMC,Tobacco,Beedi,FAQ,21/04/2026,6750.0,12050.0,9400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Potato,Desi,FAQ,21/04/2026,350.0,850.0,725.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Onion,Local,FAQ,21/04/2026,500.0,1000.0,850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Potato,Other,FAQ,21/04/2026,700.0,1000.0,925.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Sponge gourd,Sponge gourd,Local,21/04/2026,1000.0,3000.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod(Veg. Market) APMC,Drumstick,Drumstick,Local,21/04/2026,2000.0,3500.0,3000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Vijapur(Kukarvada) APMC,Castor Seed,Other,Grade Range-1,21/04/2026,6100.0,6400.0,6300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Chaklasi) APMC,Tomato,Tomato,FAQ,21/04/2026,800.0,900.0,850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Chaklasi) APMC,Bottle gourd,Bottle Gourd,FAQ,21/04/2026,1000.0,1200.0,1100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Green Chilli,Green Chilly,Grade B,21/04/2026,2000.0,2500.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Brinjal,Brinjal,Grade B,21/04/2026,500.0,1000.0,750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Ginger(Green),Green Ginger,Grade B,21/04/2026,3500.0,4000.0,3750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Lemon,Lemon,Grade B,21/04/2026,10000.0,12000.0,11000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Grain Market) APMC,Wheat,Other,Local,21/04/2026,2125.0,2875.0,2375.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Onion,Other,Local,21/04/2026,1000.0,1800.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Chhota Udaipur,Hadad     APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,21/04/2026,7750.0,8450.0,8150.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Mahuva(Anaval) APMC,Pointed gourd(Parval),Other,Local,21/04/2026,2400.0,2600.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Vijapur(veg) APMC,Green Chilli,Other,Grade A,21/04/2026,1500.0,2700.0,1600.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Mango,Keshar,Local,21/04/2026,4000.0,13000.0,9000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Brinjal,Brinjal,Local,21/04/2026,1500.0,1500.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Potato,Potato,Local,21/04/2026,300.0,1000.0,700.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Onion,Onion,Local,21/04/2026,750.0,1400.0,1100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Bhindi(Ladies Finger),Bhindi,Local,21/04/2026,500.0,3200.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Cabbage,Cabbage,Local,21/04/2026,500.0,1000.0,800.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Thara(Shihori) APMC,Castor Seed,Caster,FAQ,21/04/2026,6175.0,6360.0,6267.5,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Thara(Shihori) APMC,Wheat,Other,FAQ,21/04/2026,2350.0,2525.0,2437.5,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Cotton,Narma BT Cotton,FAQ,21/04/2026,7750.0,8900.0,8200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Groundnut,G20,FAQ,21/04/2026,6600.0,7925.0,7025.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Soyabean,Soyabeen,FAQ,21/04/2026,4000.0,5350.0,4500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),FAQ,21/04/2026,5250.0,7575.0,6400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Bengal Gram(Gram)(Whole),White (whole),FAQ,21/04/2026,5555.0,8500.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,21/04/2026,17625.0,20500.0,19500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Wheat,Other,FAQ,21/04/2026,2000.0,2720.0,2360.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,21/04/2026,5500.0,6850.0,6175.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Morbi APMC,Cabbage,Cabbage,FAQ,21/04/2026,600.0,1300.0,950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,"Sesamum(Sesame,Gingelly,Til)",White,Local,21/04/2026,9255.0,11125.0,10190.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Maize,Other,Local,21/04/2026,2630.0,2630.0,2630.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Soyabean,Soyabeen,Local,21/04/2026,5050.0,5050.0,5050.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Groundnut,Local,Local,21/04/2026,4500.0,6055.0,5278.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Rajula APMC,Rajgir,Other,Local,21/04/2026,6005.0,6500.0,6252.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Bhavnagar APMC,Jowar(Sorghum),White,FAQ,21/04/2026,2250.0,2250.0,2250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Junagadh APMC,Wheat,Lokwan,FAQ,21/04/2026,2000.0,2890.0,2175.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Junagadh APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,21/04/2026,19000.0,20000.0,19500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Junagadh APMC,Groundnut(Split),Groundnut(Split),FAQ,21/04/2026,6750.0,7500.0,7250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Junagadh APMC,Corriander seed,Coriander Seed,FAQ,21/04/2026,11000.0,13110.0,12100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Potato,Potato,Medium,21/04/2026,1000.0,1500.0,1250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Medium,21/04/2026,3500.0,4000.0,3750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Bottle gourd,Bottle Gourd,Medium,21/04/2026,500.0,1000.0,750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Onion Green,Onion Green,Local,21/04/2026,1500.0,2000.0,1750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Guar,Gwar,Medium,21/04/2026,3500.0,4000.0,3750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Medium,21/04/2026,3000.0,3500.0,3250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Water Melon,Water Melon,Medium,21/04/2026,500.0,1000.0,750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surendranagar,Vadhvan APMC,Lemon,Lemon,Local,21/04/2026,12500.0,15000.0,13750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jasdan APMC,Wheat,2189 No. 1,FAQ,21/04/2026,2105.0,2350.0,2125.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jasdan APMC,Ground Nut Seed,Ground Nut Seed,FAQ,21/04/2026,6500.0,9100.0,8500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jasdan APMC,Castor Seed,Castor seed,FAQ,21/04/2026,4000.0,5775.0,5285.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Upleta APMC,Soyabean,Soyabeen,Local,21/04/2026,4900.0,5075.0,5000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Upleta APMC,Wheat,Local,Local,21/04/2026,1900.0,2245.0,2100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Upleta APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),Local,21/04/2026,16575.0,20000.0,19000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Botad,Botad APMC,Cummin Seed(Jeera),Other,FAQ,21/04/2026,15550.0,19875.0,17750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Botad,Botad APMC,Castor Seed,Other,FAQ,21/04/2026,5500.0,6155.0,5850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Jamnagar,Kalawad APMC,Methi Seeds,Other,Local,21/04/2026,6075.0,6365.0,6115.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Dhoraji APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),Non-FAQ,21/04/2026,4055.0,7055.0,6405.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kachchh,Rapar APMC,Mustard,Mustard,Local,21/04/2026,5800.0,6025.0,5910.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Methi Seeds,Methiseeds,FAQ,21/04/2026,5200.0,5980.0,5590.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Garlic,Other,FAQ,21/04/2026,1750.0,4130.0,2940.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Black Gram(Urd Beans)(Whole),Other,FAQ,21/04/2026,6200.0,7480.0,6840.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Isabgul(Psyllium),Isabgul (Psyllium),FAQ,21/04/2026,7700.0,11330.0,9515.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,21/04/2026,15175.0,18755.0,16965.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Junagarh,Visavadar APMC,Green Gram(Moong)(Whole),Other,FAQ,21/04/2026,5050.0,6180.0,5615.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Tomato,Deshi,Local,21/04/2026,1000.0,2000.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Groundnut,Bold,Non-FAQ,21/04/2026,5750.0,6325.0,6035.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Wheat,Lokwan,Non-FAQ,21/04/2026,2000.0,2135.0,2065.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Grapes,Green,Grade A,21/04/2026,8000.0,10000.0,9000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Chili Red,Other,FAQ,21/04/2026,3000.0,23025.0,13010.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Porbandar,Porbandar APMC,Bhindi(Ladies Finger),Bhindi,Local,21/04/2026,1500.0,2500.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Damnagar APMC,Brinjal,Other,Local,21/04/2026,3500.0,3500.0,3500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Damnagar APMC,Bhindi(Ladies Finger),Bhindi,Local,21/04/2026,4500.0,4500.0,4500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Wheat,Kalyan,FAQ,21/04/2026,1500.0,2575.0,2040.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Bengal Gram(Gram)(Whole),Other,FAQ,21/04/2026,4655.0,5405.0,5030.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Groundnut,G20,FAQ,21/04/2026,5500.0,7610.0,6555.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,Jowar(Sorghum),Local,FAQ,21/04/2026,2055.0,2605.0,2330.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Taleja APMC,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,21/04/2026,9100.0,15000.0,12050.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Jamnagar,Dhrol APMC,Bengal Gram(Gram)(Whole),Other,Local,21/04/2026,4500.0,5350.0,4925.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Jamnagar,Dhrol APMC,Methi Seeds,Other,Local,21/04/2026,9200.0,10500.0,9850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Mousambi(Sweet Lime),Mousambi,Local,21/04/2026,1500.0,4000.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bitter gourd,Bitter Gourd,Local,21/04/2026,1000.0,3000.0,2000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cauliflower,Cauliflower,Local,21/04/2026,250.0,1500.0,875.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Potato,Potato,Local,21/04/2026,900.0,1250.0,1075.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Tomato,Tomato,Local,21/04/2026,500.0,3000.0,1750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Banana,Banana - Ripe,Local,21/04/2026,1200.0,1600.0,1400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Devbhumi Dwarka,Bhanvad APMC,Groundnut,G20,Local,21/04/2026,5000.0,6200.0,6000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Soanf,Soanf,Local,21/04/2026,6500.0,11925.0,8250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Castor Seed,Castor seed,Local,21/04/2026,6050.0,6295.0,6125.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,APMC HALVAD,Ajwan,Ajwan,Local,21/04/2026,9500.0,13000.0,11500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Botad,Botad(Haddad) APMC,Cotton,Cotton (Unginned),FAQ,21/04/2026,7250.0,9230.0,8250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Beetroot,Other,FAQ,21/04/2026,1000.0,2100.0,1550.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Bottle gourd,Bottle Gourd,FAQ,21/04/2026,1000.0,4500.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Snakeguard,Other,FAQ,21/04/2026,2000.0,3000.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Groundnut pods(raw),Other,FAQ,21/04/2026,4000.0,5500.0,4750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Turmeric(raw),Other,FAQ,21/04/2026,2000.0,6000.0,4000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Capsicum,Other,FAQ,21/04/2026,1500.0,3500.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Surat APMC,Onion,Other,FAQ,21/04/2026,400.0,1800.0,1100.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Patan,Sami APMC,Ajwan,Ajwan,Local,21/04/2026,9000.0,15000.0,12500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bharuch,Ankleshwar APMC,Green Chilli,Green Chilly,Grade A,21/04/2026,2000.0,3000.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Corriander seed,Coriander Seed,FAQ,21/04/2026,6205.0,13280.0,11705.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cotton,Cotton (Unginned),FAQ,21/04/2026,6725.0,8810.0,8500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Garlic,Garlic,FAQ,21/04/2026,2255.0,9455.0,5705.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,"Sesamum(Sesame,Gingelly,Til)",Sesame,FAQ,21/04/2026,7750.0,9900.0,9250.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Groundnut,Bold,FAQ,21/04/2026,4005.0,7355.0,6855.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Vankaner APMC,Soanf,Soanf,FAQ,21/04/2026,7575.0,10755.0,8750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Vankaner APMC,Jowar(Sorghum),Jowar ( White),FAQ,21/04/2026,3250.0,4505.0,3700.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Morbi,Vankaner APMC,Cotton,Other,FAQ,21/04/2026,6750.0,8800.0,8000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Navsari,Chikhali APMC,Mango,Dusheri,Grade A,21/04/2026,4750.0,16995.0,10873.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Little gourd(Kundru),Other,FAQ,21/04/2026,500.0,2500.0,1500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,FAQ,21/04/2026,2000.0,3500.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Vadodara(Baroda),Padra APMC,Pegeon Pea(Arhar Fali),Other,FAQ,21/04/2026,7000.0,8500.0,7750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Bottle gourd,Bottle Gourd,FAQ,21/04/2026,1000.0,1500.0,1200.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Tinda,Tinda,FAQ,21/04/2026,2000.0,2500.0,2300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Kheda,Nadiyad(Piplag) APMC,Cowpea(Veg),Cowpea (Veg),FAQ,21/04/2026,2000.0,2500.0,2350.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Wheat,Other,FAQ,21/04/2026,2200.0,2350.0,2275.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Banaskanth,Dhanera APMC,Mustard,Mustard,Local,21/04/2026,6000.0,6605.0,6255.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod APMC,Castor Seed,Castor seed,Local,21/04/2026,5900.0,6000.0,5950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Dahod,Dahod APMC,Bengal Gram(Gram)(Whole),Desi (Whole),Local,21/04/2026,5275.0,5300.0,5285.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Talod APMC,Soanf,Other,FAQ,21/04/2026,6250.0,13500.0,9875.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Talod APMC,Bajra(Pearl Millet/Cumbu),Other,FAQ,21/04/2026,2250.0,2405.0,2328.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Onion,Red,FAQ,21/04/2026,300.0,1240.0,875.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Brinjal,Brinjal,FAQ,21/04/2026,465.0,990.0,725.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Lemon,Lemon,FAQ,21/04/2026,7505.0,18510.0,13005.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Wheat,Lokwan,FAQ,21/04/2026,1825.0,2450.0,2300.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Mustard,Mustard,FAQ,21/04/2026,5250.0,5700.0,5550.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,21/04/2026,8350.0,10700.0,10450.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,21/04/2026,3500.0,7125.0,6850.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Methi Seeds,Methiseeds,FAQ,21/04/2026,4650.0,6650.0,6075.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Big Gram,Other,FAQ,21/04/2026,6250.0,6850.0,6400.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Amreli,Amreli APMC,Groundnut(Split),Groundnut(Split),FAQ,21/04/2026,6850.0,9000.0,8750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Idar APMC,Wheat,Other,FAQ,21/04/2026,2585.0,2915.0,2750.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Modasa APMC,Wheat,Lokwan Gujrat,FAQ,21/04/2026,2175.0,2740.0,2740.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),FAQ,21/04/2026,6025.0,7135.0,7005.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gir Somnath,Veraval APMC,Corriander seed,Coriander Seed,FAQ,21/04/2026,11250.0,12075.0,11950.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana APMC,Mustard,Mustard,Local,21/04/2026,5305.0,6960.0,6500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Mehsana,Mehsana APMC,Wheat,Local,Local,21/04/2026,2055.0,3005.0,2500.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Sabarkantha,Himatnagar APMC,Kabuli Chana(Chickpeas-White),Dollar Gram-Organic,Local,21/04/2026,6500.0,7305.0,7000.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Jowar(Sorghum),Other,FAQ,21/04/2026,2000.0,2750.0,2375.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Surat,Vyra APMC,Maize,Deshi Red,FAQ,21/04/2026,1750.0,1800.0,1775.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam APMC,Wheat,Other,FAQ,21/04/2026,2250.0,2405.0,2327.0,2026-04-28T19:31:14.006465+00:00
Gujarat,Gandhinagar,Dehgam APMC,Castor Seed,Other,FAQ,21/04/2026,6200.0,6325.0,6262.0,2026-04-28T19:31:14.006465+00:00
